Date,Open,High,Low,Close,Adj Close,Volume
2009-01-15,39.500000,42.000000,39.500000,39.500000,34.267021,313145000
2009-01-16,40.000000,40.000000,39.500000,40.000000,34.700775,47215000
2009-01-19,40.000000,40.000000,39.500000,40.000000,34.700775,11965000
2009-01-20,39.500000,39.500000,32.500000,39.500000,34.267021,5510000
2009-01-21,33.500000,39.000000,33.500000,39.000000,33.833267,3685000
2009-01-22,39.000000,39.000000,36.000000,39.000000,33.833267,4525000
2009-01-23,37.000000,38.000000,37.000000,37.000000,32.098221,95000
2009-01-27,38.000000,39.000000,38.000000,38.000000,32.965744,2420000
2009-01-28,38.000000,40.500000,38.000000,40.500000,35.134541,4185000
2009-01-29,39.500000,40.000000,39.000000,39.500000,34.267021,1130000
2009-01-30,40.000000,40.000000,39.500000,40.000000,34.700775,150000
2009-02-02,40.000000,40.000000,39.000000,40.000000,34.700775,3855000
2009-02-03,40.000000,40.000000,39.500000,40.000000,34.700775,205000
2009-02-04,40.000000,40.000000,40.000000,40.000000,34.700775,30
2009-02-05,40.000000,40.000000,39.500000,40.000000,34.700775,1215000
2009-02-06,40.000000,40.000000,39.500000,40.000000,34.700775,2825000
2009-02-09,39.500000,39.500000,39.500000,39.500000,34.267021,65000
2009-02-10,39.000000,41.500000,39.000000,41.500000,36.002064,1035000
2009-02-11,39.500000,42.000000,39.500000,39.500000,34.267021,1930000
2009-02-12,40.000000,40.000000,38.500000,40.000000,34.700775,5820000
2009-02-13,40.000000,40.000000,40.000000,40.000000,34.700775,30
2009-02-16,40.000000,40.000000,40.000000,40.000000,34.700775,20
2009-02-17,40.000000,40.000000,40.000000,40.000000,34.700775,20
2009-02-18,40.000000,40.000000,40.000000,40.000000,34.700775,20
2009-02-19,40.000000,40.000000,40.000000,40.000000,34.700775,20
2009-02-20,40.000000,40.000000,40.000000,40.000000,34.700775,20
2009-02-23,40.000000,40.000000,40.000000,40.000000,34.700775,20
2009-02-24,40.000000,40.000000,40.000000,40.000000,34.700775,20
2009-02-25,40.000000,40.000000,40.000000,40.000000,34.700775,20
2009-02-26,40.000000,40.000000,40.000000,40.000000,34.700775,20
2009-02-27,40.000000,40.000000,40.000000,40.000000,34.700775,20
2009-03-02,40.000000,40.000000,40.000000,40.000000,34.700775,0
2009-03-03,40.000000,40.000000,40.000000,40.000000,34.700775,20
2009-03-04,40.000000,40.000000,40.000000,40.000000,34.700775,20
2009-03-05,40.000000,40.000000,40.000000,40.000000,34.700775,20
2009-03-06,35.000000,37.000000,35.000000,37.000000,32.098221,255000
2009-03-10,37.000000,37.000000,37.000000,37.000000,32.098221,0
2009-03-11,33.500000,36.000000,33.500000,33.500000,29.061903,40000
2009-03-12,33.500000,39.500000,33.500000,37.500000,32.531982,4400000
2009-03-13,38.000000,38.000000,37.500000,38.000000,32.965744,270000
2009-03-16,39.000000,39.000000,37.500000,39.000000,33.833267,505000
2009-03-17,38.000000,38.000000,38.000000,38.000000,32.965744,185000
2009-03-18,39.000000,39.000000,37.500000,39.000000,33.833267,565000
2009-03-19,39.000000,39.000000,39.000000,39.000000,33.833267,0
2009-03-20,39.500000,39.500000,38.500000,39.500000,34.267021,445000
2009-03-23,39.500000,39.500000,39.500000,39.500000,34.267021,30
2009-03-24,39.500000,39.500000,39.500000,39.500000,34.267021,20
2009-03-25,35.500000,35.500000,35.500000,35.500000,30.796947,25000
2009-03-27,35.500000,35.500000,35.500000,35.500000,30.796947,10
2009-03-30,35.500000,35.500000,35.500000,35.500000,30.796947,20
2009-03-31,35.500000,35.500000,35.500000,35.500000,30.796947,10
2009-04-01,35.500000,38.000000,35.500000,38.000000,32.965744,75000
2009-04-02,38.000000,38.000000,38.000000,38.000000,32.965744,20
2009-04-03,39.500000,39.500000,38.000000,39.500000,34.267021,105000
2009-04-06,39.500000,39.500000,39.500000,39.500000,34.267021,20
2009-04-07,39.500000,39.500000,39.500000,39.500000,34.267021,20
2009-04-08,39.500000,39.500000,39.500000,39.500000,34.267021,20
2009-04-09,39.500000,39.500000,39.500000,39.500000,34.267021,0
2009-04-13,38.500000,38.500000,38.500000,38.500000,33.399502,2545000
2009-04-14,39.000000,39.000000,38.500000,39.000000,33.833267,205000
2009-04-15,39.500000,39.500000,39.500000,39.500000,34.267021,5000
2009-04-16,39.500000,39.500000,39.500000,39.500000,34.267021,20
2009-04-17,39.500000,39.500000,39.500000,39.500000,34.267021,0
2009-04-20,39.500000,39.500000,39.500000,39.500000,34.267021,20
2009-04-22,35.000000,35.000000,35.000000,35.000000,30.363184,40000
2009-04-23,34.500000,34.500000,34.500000,34.500000,29.929422,10000
2009-04-24,34.500000,34.500000,34.500000,34.500000,29.929422,10
2009-04-27,37.500000,37.500000,37.500000,37.500000,32.531982,4750000
2009-04-28,37.500000,37.500000,37.500000,37.500000,32.531982,20
2009-04-29,null,null,null,null,null,null
2009-04-30,35.000000,35.000000,35.000000,35.000000,30.363184,5000
2009-05-01,35.000000,35.000000,35.000000,35.000000,30.363184,20
